handle,tweet
HillaryClinton,"Great speech. She's tested. She's ready. She never quits. That's why Hillary should be our next  <mention> POTUS. (She'll get the Twitter handle, too)"
HillaryClinton,"In honor of our Weekend of Action, read why Jasmine Smalls ( <mention> ajazzyworld) is a proud member of Team <hashtag>VirWINia. <url>"
realDonaldTrump,""" <mention> markgruber1960:  <mention> megynkelly  <mention> realDonaldTrump That's why he is so successful. He is driven to succeed""  True!"
realDonaldTrump,"If  <mention> megynkelly stopped covering me on her show, her ratings would drop like a rock! My h to h interview with  <mention> AC360 beat her by millions!"
realDonaldTrump,How come the  <mention> TODAYshow &amp;  <mention> chucktodd show the new  <mention> NBCNews Poll for Hillary vs Bernie but do not show the SAME poll where I am killing Cruz?
HillaryClinton,"We'll reward companies that share profits with employees and pay a good wage. If they can do it for executives, they can do it for workers."
realDonaldTrump,New Hampshire vote today -  MAKE AMERICA GREAT AGAIN!
realDonaldTrump,""" <mention> AmFree: <hashtag>Trump On <hashtag>Ford, <hashtag>Carrier, Shipping <hashtag>Jobs To <hashtag>Mexico: ‘I’m The Only One Who Understands What’s Going On’ <url>"""
HillaryClinton,"With just 56 days until Election Day,  <mention> POTUS is back out on the trail for Hillary in Philly. Watch live: <url>"
realDonaldTrump,"Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!"
realDonaldTrump,"I hate to say it, but the Republican Convention was far more interesting (with a much more beautiful set) than the Democratic Convention!"
realDonaldTrump,"Join me!
6/10: Richmond, VA - 8pm
6/11: Tampa, FL - 11am
6/11: Pittsburgh, PA - 3pm
6/13: Portsmouth, NH - 2:30pm
<url>"
HillaryClinton,"You're too kind,  <mention> SenCapito. <hashtag>RNCinCLE <url>"
HillaryClinton,"Latest reckless idea from Trump: gut rules on Wall Street, and leave middle-class families out to dry. <url>"
realDonaldTrump,My thoughts and prayers are with the victims and families of those affected by two powerful earthquakes in Italy and Myanmar.
HillaryClinton,"""If anyone out there thinks this election is not important...think about the SCOTUS justices Donald Trump will nominate."" — <mention> BernieSanders"
realDonaldTrump,""" <mention> Wheels155: <mention> CNN is reviewing the week,but majority of the show about  <mention> realDonaldTrump cuz there would be 0.0 ratings if not. Media's a JOKE"
realDonaldTrump,"Getting ready to open the magnificent Turnberry in Scotland. What a great day, especially when added to the brave &amp; brilliant vote."
realDonaldTrump,"Via  <mention> JTAnews and Jason Greenblatt  ""Donald Trump is a Visionary With Talents Our Country Needs""  <mention> JasonDovEsq   <url>"
realDonaldTrump,<hashtag>Imwithyou <url>
HillaryClinton,"WATCH: 49 celebrities pay tribute to the Orlando victims in new Ryan Murphy produced video with  <mention> HRC <hashtag>StoptheHate
<url>"
realDonaldTrump,"Club For Growth tried to extort $1,000,000 from me. When I said NO, they went hostile with negative ads. Disgraceful!"
HillaryClinton,“The only thing standing between Donald Trump and the Oval Office is all of us.” —Hillary
HillaryClinton,Every Voice is proud to endorse  <mention> HillaryClinton for president. <url>
HillaryClinton,"Donald Trump's tax plan would add $30 trillion to the national debt over 20 years. That's ""trillion""—with a ""t."" <url>"
HillaryClinton,"""You can count on her, and how she won’t waver, and she won’t back down, and she will not quit."" — <mention> POTUS <url>"
HillaryClinton,"Donald Trump has never negotiated a ceasefire, but he can throw a mean pageant! <url>"
HillaryClinton,Trump says he hires the best people. This is what he means: <url>
HillaryClinton,"""I think after the last week...we'd better be ready to go win an election in November."" —Hillary in Tampa"
HillaryClinton,". <mention> realDonaldTrump's ""ideas"" are really just a series of bizarre rants, personal feuds, and outright lies. <url>"
HillaryClinton,"""I’m really glad my dad never had a contract with Donald Trump.” —Hillary <url>"
HillaryClinton,"""Aprendí los valores del pueblo: fe, familia y trabajo. Los mismos valores de la comunidad latina aquí en nuestro país""– <mention> timkaine en español"
realDonaldTrump,I will be interviewed on  <mention> oreillyfactor tonight at 11pmE  <mention> FoxNews. Enjoy!
realDonaldTrump,""" <mention> itsblakec:  <mention> realDonaldTrump Trump is a genius. Rubio and Cruz are not. I want a brilliant mind to run this country."""
HillaryClinton,"""In America, we don’t tear each other down, we lift each other up.

We build bridges, not walls."" —Hillary"
HillaryClinton,“We’re going to build a future that will take advantage of the talents and the hard work of every single one of our children.” —Hillary
HillaryClinton,"Remember Karla, the little girl we heard from on Monday who feared her parents would be deported? She trusts Hillary to keep them together."
realDonaldTrump,So much interest in my visit to Scotland! I greatly look forward to attending the opening event  <mention> TrumpTurnberry- taking place on June 24th.
HillaryClinton,"""We cannot let Barack Obama’s legacy fall into Donald Trump’s hands."" —Hillary"
HillaryClinton,Hartford Courant endorses Hillary Clinton in Connecticut Democratic presidential primary. <url>
HillaryClinton,"If you do your job, you’re supposed to be rewarded for your work, not stiffed. <url>"
HillaryClinton,"""I refuse to believe we can't find common ground here. We have to heal the divides in our country.” —Hillary <url>"
realDonaldTrump,". <mention> bobvanderplaats asked me to do an event. The people holding the event called me to say he wanted $100,000 for himself.Phony  <mention> foxandfriends"
realDonaldTrump,Ted Cruz was born in Canada and was a Canadian citizen until 15 months ago. Lawsuits have just been filed with more to follow. I told you so
HillaryClinton,"""Hillary Clinton, with her long experience ... will be prepared to lead our country on day one."" — <mention> JerryBrownGov: <url>"
HillaryClinton,The next president—and her husband. <url>
realDonaldTrump,"Sad sack  <mention> JebBush has just done another ad on me, with special interest money, saying I won't beat Hillary - I WILL. But he can't beat me."
realDonaldTrump,Thank you Maryland- what a great way to conclude the day! Will be back soon. <hashtag>Trump2016 <url>
HillaryClinton,Let’s make sure it does on Election Day → <url>
HillaryClinton,"Stonewall: the birthplace of a movement, and soon a national monument for equality. <url>"
realDonaldTrump,"I am on  <mention> FoxNewsSunday with Chris Wallace- his 20th year anniversary with <hashtag>FNS, throughout the day. Enjoy! <url>"
realDonaldTrump,I will be making a big surprise announcement to the massive crowd assembled in Huntsville/Madison Alabama! Landing now! <hashtag>Trump2016
HillaryClinton,"""I do wish Donald would listen to other people once in a while. He might actually learn something. But...he only listens to himself."""
HillaryClinton,"""If you're not registered, and you're eligible as an American citizen, please go sign up."" —Hillary in Nevada: <url>"
realDonaldTrump,Riley Rone was a great young man. We will miss him dearly. <url>
HillaryClinton,"Who benefits from Trump's tax plan?

Billionaires—and millionaires like him. <url>"
HillaryClinton,Vote this year like your future depends on it—because it does: <url>
realDonaldTrump,"RUMSFELD: Trump ""has a touched a nerve in our country...in a way that most politicians have not been able to do."" - <url>"
HillaryClinton,Trump's pay-to-play scandal revolves around the Trump U scam which preyed on people like this military family. <url>
realDonaldTrump,""" <mention> _HankRearden: I respected Cruz ppl until this lie. We're just tired of it from your side. 1949z  <mention> steph93065 <url>!"
realDonaldTrump,Crooked Hillary will NEVER be able to handle the complexities and danger of ISIS - it will just go on forever. We need change!
HillaryClinton,Watch: <hashtag>KhizrKhan asks Mitch McConnell and Paul Ryan to repudiate Trump. Tune in to  <mention> TheLastWord for the interview <url>
HillaryClinton,Make sure your friends in New York vote for Hillary on Tuesday. Send them a message with our friend finder: <url>
realDonaldTrump,"I will bring our jobs back to the U.S., and keep our companies from leaving. Nobody else can do it. Our economy will ""sing"" again."
realDonaldTrump,"Join me at Clemson University on Wednesday, February 10th! <hashtag>MakeAmericaGreatAgain
<url>"
HillaryClinton,We're facing the highest suicide rate in 30 years. Let's make sure every family can access mental health treatment. <url>
HillaryClinton,You'll tell the story of your night at  <mention> HamiltonMusical with Hillary. Enter to win here: <url>
realDonaldTrump,Meet the amazing mother whose letter I read during my speech. She lost her son to policies supported by Clinton. <url>
realDonaldTrump,Thank you! <hashtag>Trump2016 <hashtag>WIPrimary <url>
realDonaldTrump,""" <mention> jimmyfallon: Tonight:  <mention> realDonaldTrump,  <mention> normmacdonald, a performance by Kiiara,and your funniest <hashtag>MyTeacherIsWeird tweets. <hashtag>FallonTonight"
HillaryClinton,"""She became so involved in children’s issues that she...took an extra year in law school, working at the Child Study Center.” — <mention> BillClinton"
HillaryClinton,Why do Trump’s foreign policy ideas read like a Putin wish list? <url>
realDonaldTrump,"Hillary Clinton is taking the day off again, she needs the rest. Sleep well Hillary - see you at the debate!"
realDonaldTrump,"Join me Monday in Columbus, Ohio &amp; Harrisburg, Pennsylvania! <hashtag>MAGA

3pm in OH: <url>

7pm in PA: <url>"
realDonaldTrump,"Thank you St. Louis, Missouri!
<hashtag>MakeAmericaGreatAgain <hashtag>Trump2016
<url>"
realDonaldTrump,Honor to have been interviewed by the very wonderful  <mention> bishopwtjackson in Detroit last week - tune in at 9pmE. Enjoy! <url>
realDonaldTrump,"As usual, Hillary &amp; the Dems are trying to rig the debates so 2 are up against major NFL games. Same as last time w/ Bernie. Unacceptable!"
HillaryClinton,"""This election must be about bringing our people together, not dividing us up."" — <mention> BernieSanders"
HillaryClinton,This war hero's Gold Star parents want you to know why they're backing . <mention> HillaryClinton for president… <url>
HillaryClinton,Trump's global web of financial and business ties would compromise our national security if he’s elected president. <url>
realDonaldTrump,"Just finished two major speeches in South Carolina. Big crowds, great people. Going for a third now!"
HillaryClinton,"If you see bigotry, oppose it. If you see violence, condemn it. If you see a bully, stand up to him.
<url>"
realDonaldTrump,. <mention> kimguilfoyle- just watched you on  <mention> OutnumberedFNC- thank you!
realDonaldTrump,"Join us Monday, February 8th  <mention>  the Verizon Wireless Arena in Manchester, New Hampshire! <hashtag>FITN <hashtag>NHPolitics <hashtag>Trump2016 <url>"
realDonaldTrump,<hashtag>MakeAmericaGreatAgain <hashtag>ImWithYou <url>
realDonaldTrump,"What Barbara Res does not say is that she would call my company endlessly, and for years, trying to come back. I said no."
realDonaldTrump,"As predicted, Trump reaching out to make peace with Republican ""establishment"".  If he becomes inevitable party would be mad not to unify."
realDonaldTrump,""" <mention> EnemyWithinn:  <mention> realDonaldTrump  <mention> elsolarverde  <mention> nytimes People gotta stop believing media lies about Trump."" That would indeed be nice!"
realDonaldTrump,The failing  <mention> nytimes has become a newspaper of fiction. Their stories about me always quote non-existent unnamed sources. Very dishonest!
realDonaldTrump,"Sadly, there is no way that Ted Cruz can continue running in the Republican Primary unless he can erase doubt on eligibility. Dems will sue!"
realDonaldTrump,""" <mention> Good2bqueen67:   <mention> brithume  <mention> megynkelly They're too lame to get it, Sir. When you win the election they'll get it."""
realDonaldTrump,""" <mention> DiamondandSilk: Crooked Hillary getting desperate. On TV bashing Trump.  <mention> CNN, she forgot how she said a KKK member was her mentor."
HillaryClinton,"Our fallen heroes deserve our profound gratitude for giving their lives to protect our freedom, today and every day. <hashtag>MemorialDay -H"
HillaryClinton,. <mention> HillaryClinton pledges <hashtag>campaignfinance reform plan in first 30 days! RT if you're ready to end <hashtag>CitizensUnited. <url>
HillaryClinton,Just got off the phone with Hillary. I’m honored to be her running mate. Can’t wait to hit the trail tomorrow in Miami!
realDonaldTrump,<hashtag>Trump360 Watch this 360 video of my speech last night at Trump Tower- <url>
HillaryClinton,Tim has spent most of his life in public service because he believes in doing everything he can to make a difference in people’s lives.
realDonaldTrump,Hillary Clinton’s open borders are tearing American families apart. I am going to make our country Safe Again for all Americans. <hashtag>Imwithyou
HillaryClinton,"An ""assault on our values""
A ""new low""
""Plays into ISIS's hands""

Newspapers react to Trump's Orlando speech: <url>"
realDonaldTrump,A  <mention> realDonaldTrump Administration will bring JOBS BACK! <hashtag>Debates2016 <url>
realDonaldTrump,""" <mention> gene70:  <mention> FireFlyFury  <mention> megynkelly  <mention> realDonaldTrump And this is the bimbo that's asking presidential questions? <url>"""
HillaryClinton,"Trump's rhetoric is shameful.

It was one thing when he was a reality TV personality. It’s another when he’s running for president."
HillaryClinton,"Scenes from New York City Pride with Team Hillary.
<url>"
HillaryClinton,"""Tim is everything Donald Trump &amp; Mike Pence are not…he is a progressive who likes to get things done. That’s just my kind of guy."" —Hillary"
realDonaldTrump,I am lowering taxes far more than any other candidate. Any negotiated increase by Congress to my proposal would still be lower than current!
realDonaldTrump,"Jeb Bush and Ted Cruz are not electable presidential candidates, Hillary would destroy them. Ted may not be eligible to run - born in Canada"
HillaryClinton,Trump is intensifying his bigoted attacks on Judge Curiel's Latino heritage—and belittling his staff in the process: <url>
HillaryClinton,"When Hillary introduced this innovative preschool program to Arkansas families, it spread across the nation.
<url>"
realDonaldTrump,"Remember, I am the only one who is self-funding my campaign. All of the other candidates are bought and paid for by special interests!"
realDonaldTrump,". <mention> DavidGregory got thrown off of TV by NBC, fired like a dog! Now he is on  <mention> CNN being nasty to me. Not nice!"
realDonaldTrump,The media is spending more time doing a forensic analysis of Melania's speech than the FBI spent on Hillary's emails.
HillaryClinton,"Hillary took Donald Trump's reckless economic policy to task in Columbus today.

It's worth watching: <url>"
HillaryClinton,"Some of Trump University's tactics: push people to take on debt, cash out retirement, max out credit cards—whatever it took to buy classes."
realDonaldTrump,"Join our next Vice President,  <mention> Mike_Pence in Wisconsin tonight &amp; Michigan Thursday!

MI: <url>
WI: <url>"
HillaryClinton,"“It’s O.K., just max out your credit card."" —Trump University on how to pay for classes <url>"
realDonaldTrump,Thank you Rep. Collins! <hashtag>Trump2016 <url>
HillaryClinton,"We need to work together to keep our country and our citizens safe.

None of this will be helped by anything Trump has to offer."
HillaryClinton,“We have to face the world as it is but commit ourselves to turning it into what it should be.” —Hillary <url>
HillaryClinton,A fringe element has effectively taken over Trump’s campaign and the Republican Party. <url>
HillaryClinton,"If you won’t say the KKK is deplorable, you have no business running the country. <url>"
HillaryClinton,"Hillary chats favorite books, handling criticism, and life on the trail in episode 3 of With Her. Listen here 🎧 : <url>"
realDonaldTrump,"An Honor to be in <hashtag>Indiana w  <mention> realDonaldTrump  <mention> greta &amp; the legend, Bobby Knight! I like our secret weapon better!!! <url>"
HillaryClinton,"In ten years, we can generate enough renewable energy to power every home in America. <hashtag>EarthDay
<url>"
HillaryClinton,"It’s about lifting each other up, not tearing each other down. <url>"
realDonaldTrump,""" <mention> ShoneeP:  <mention> realDonaldTrump Trump for President! Bernie is a joke, knows nothing - and Hillary is yesterday's and today's nightmare"""
realDonaldTrump,"The media is so dishonest. If I make a statement, they twist it and turn it to make it sound bad or foolish.They think the public is stupid!"
HillaryClinton,I cannot ever say enough how much it means to me that  <mention> HillaryClinton speaks about addiction and substance abuse. <hashtag>DemsInPhilly
HillaryClinton,We will never be silenced or intimidated by the gun lobby. Honored to have  <mention> Everytown &amp;  <mention> MomsDemand's support. -H <url>
HillaryClinton,WATCH: New York state senator twirls  <mention> HillaryClinton during Washington Heights block party: <url>
HillaryClinton,"""I am the king of debt, I do love debt, I love playing with it."" — <mention> RealDonaldTrump <url>"
realDonaldTrump,"Hillary Clinton’s Presidency would be catastrophic for
the future of our country. She is ill-fit with bad judgment."
HillaryClinton,"""We don’t turn against each other—no, we listen to each other. We lean on each other because we are always stronger together."" — <mention> FLOTUS"
realDonaldTrump,I will be live on all of the major morning talk shows. Enjoy!
realDonaldTrump,We will bring America together as ONE country again – united as Americans in common purpose and common dreams. <hashtag>MAGA
realDonaldTrump,"We are one nation. When one hurts, we all hurt. We must all work together-to lift each other up.
<hashtag>StandWithLouisiana <url>"
realDonaldTrump,Army training slide lists Hillary Clinton as insider threat: <url>
realDonaldTrump,"Thank you for your support!
<hashtag>AmericaFirst <hashtag>LeadRight2016  <url>"
HillaryClinton,This wasn't an anomaly for Trump. His economic plan helps millionaires and hurts middle-class families. He'd let Wall Street run wild again.
realDonaldTrump,""" <mention> PiperSul: Great speech tonight Mr.Trump! Good Luck in California! Thank you."
HillaryClinton,It's time to judge Donald Trump by his words and his deeds. And they make him unfit to be President of the United States.
realDonaldTrump,"MAKE AMERICA GREAT AGAIN!
<url>"
HillaryClinton,"Estamos al borde de un momento histórico, pero todavía tenemos trabajo que hacer.

Sigamos luchando por cada voto: <url>"
realDonaldTrump,Do you think Iran would have acted so tough if they were Russian sailors? Our country was humiliated.
HillaryClinton,We need comprehensive immigration reform now. I'll propose legislation within my first 100 days as president. -H
HillaryClinton,"Happy Father's Day,  <mention> BillClinton! <url>"
HillaryClinton,A man who talks about our veterans and military families like this doesn't deserve to be Commander-in-Chief. <url>
realDonaldTrump,"The speakers slots at the Republican Convention are totally filled, with a long waiting list of those that want to speak - Wednesday release"
HillaryClinton,Give the Trump family a huge tax cut or take care of our veterans? Not a hard choice. <url>
HillaryClinton,"“We have made too much progress, and we are not going back, we are going forward."" — <mention> RepJohnLewis <hashtag>DemsInPhilly"
realDonaldTrump,""" <mention> Patrici: Crowd at Trump Rally in Akron, Ohio is a Sea of Women, Minorities, Independents, Dems <url>"
HillaryClinton,"""He's taken the Republican Party a long way, from 'Morning in America’ to 'Midnight in America.’” —Hillary on Trump"
realDonaldTrump,"Hillary Clinton only knows how to make a speech when it is a hit on me. No policy, and always very short (stamina). Media gives her a pass!"
HillaryClinton, <mention> JLo thanks for this. Women are so much more than the roles they've been assigned. -H
realDonaldTrump,"Thank you  <mention> ATFD17! <hashtag>ImWithYou
Video: <url>"
realDonaldTrump,"Just left Sioux Center, Iowa. My speech was very well received. Truly great people! Packed house- overflow!"
HillaryClinton,"The Republican Party is now the party of Trump. Here's what it stands for.
<url>"
HillaryClinton,"""human rights are women’s rights &amp; women’s rights are human rights."" -  <mention> HillaryClinton <hashtag>WomensEqualityDay 👸🏽👸🏿👸🏻👸🏾👸🏼 <url>"
HillaryClinton,Let's send Donald Trump a message in November: We're not going back. <url>
realDonaldTrump,. <mention> meetthepress and  <mention> chucktodd did a 1 hour hit job on me today – totally biased and mostly false. Dishonest media!
HillaryClinton,"""I could not be prouder of the leader we have nominated to take my place.” — <mention> POTUS on Hillary"
HillaryClinton,"Trump would ban every Muslim around the world—1.5 billion men, women, and children—from entering the U.S. just because of their religion."
realDonaldTrump,"I guess I have reached yet another ""ceiling""  - 49.7%, with four people. My highest Reuters poll yet! Thank you! <url>"
HillaryClinton,"""When we turn on each other, we can’t unite to fight back against a rigged system.” — <mention> ElizabethforMA <hashtag>DemsInPhilly"
realDonaldTrump,<hashtag>AmericasMerkel <url>
realDonaldTrump,"The  <mention> USCHAMBER must fight harder for the American worker. China, and many others, are taking advantage of U.S. with our terrible trade pacts"
realDonaldTrump,"Thank you Roseanne, very much appreciated. <url>"
realDonaldTrump,""" <mention> Doctor_S_Freud:   <mention> TheView They're all brain-dead puppets with skeletons in their closet. I say you go on and destroy them all"" A dead show"
realDonaldTrump,"People forget, it was Club for Growth that asked me for $1 million. I said no &amp; they went negative. Extortion! <url>"
HillaryClinton,¡Esta victoria es de todos ustedes Nueva York! Muchas gracias por su apoyo. Unete a la campaña aquí → <url>
HillaryClinton,"The American auto industry just had its best year ever. So yes, we can bring American manufacturing back. <url>"
realDonaldTrump,"MAKE AMERICA GREAT AGAIN!
<hashtag>INPrimary <hashtag>VoteTrump
<url>"
realDonaldTrump,The Scrum: Video Emerges to Suggest WaPo Reporter Ben Terris Misidentifies Lewandowski in Fields Incident  Breitbart <url>
realDonaldTrump,""" <mention> ddpick18:  <mention> realDonaldTrump This Texan will be voting Trump March 1st. Cruz is a fake Texan!"""
HillaryClinton,"""She will be a stateswoman who makes us proud around the world. ... She knows what it takes to be Commander-in-Chief."" — <mention> POTUS on Hillary"
realDonaldTrump,Crooked Hillary Clinton looks presidential? I don't think so! Four more years of Obama and our country will never come back. ISIS LAUGHS!
HillaryClinton,"Donald Trump ""absolutely"" stands behind his horrible 2013 tweet about sexual assault in the military <url>"
HillaryClinton,"If we stand up for our values instead of turning to division and hate, there's nothing we can't do.
<url>"
realDonaldTrump,"Thank you Indiana! <hashtag>Trump2016
<hashtag>MakeAmericaGreatAgain <url>"
HillaryClinton,"""Let me tell you, my faith in Hillary Clinton has always been rewarded."" — <mention> POTUS"
HillaryClinton,"""You can't lead this nation if you have such a low opinion for its citizens."" —Donald Trump

About that. <url>"
HillaryClinton,We can't let Trump's approach to the economy anywhere near the White House. <url>
realDonaldTrump,The only reason irrelevant  <mention> GlennBeck doesn't like me is I refused to do his failing show - asked many times. Very few listeners - sad!
HillaryClinton,It's time to tell  <mention> WellsFargo that Wall Street works for Main Street—not the other way around. <url>
HillaryClinton,"We should be helping more immigrant families stay together, not tearing them apart. <url>"
realDonaldTrump,"Thank you Elko County, Nevada. So much amazing feedback from my forum today I really appreciate it <hashtag>trump2016 <hashtag>ICYMI <url>"
realDonaldTrump,""" <mention> classyexplorer:  <mention> oreillyfactor  <mention> DRUDGE So Bill if America was SO LONGING to learn more about candidates why the 50 percent audience loss?"""
HillaryClinton,FACT: Donald Trump would end birthright citizenship. <url>
realDonaldTrump,"Iran is going to buy 114 jetliners with a small part of the $150 billion we are giving them...but they won't buy from U.S., rather Airbus!"
realDonaldTrump,"Live Free or Die: A motto for the whole country to follow. <hashtag>NewHampshire <hashtag>FITN <hashtag>VoteTrumpNH
<url>"
realDonaldTrump,"Thank you Georgia! See you soon!
<hashtag>Trump2016 <url>"
HillaryClinton,Just 10 minutes left to finish reading Trump's lawsuits. Think we can make it? Tune in now: <url>
realDonaldTrump,"Thank you Peter - if elected, I will think big for our country &amp; never let the American people down! <hashtag>AmericaFirst <url>"
HillaryClinton,All smiles as we count down until  <mention> HillaryClinton and Elizabeth Warren take the stage in Cincy! <hashtag>OHHillYes <url>
HillaryClinton,"A Donald Trump presidency would pull us backward on nearly every issue we care about.

We can't let that happen.
<url>"
HillaryClinton,"🎓 Tuition
📚 Books
🏡 Room and board
🍕 Food
College adds up.  <mention> HillaryClinton wants to help you save: <url>"
HillaryClinton,We have to stand together and be proud together. There is no better rebuke to the terrorists and all those who hate. <url>
HillaryClinton,"""I know more about ISIS than the generals do."" —Donald Trump

No, you don't. <url>"
realDonaldTrump,"<hashtag>IACaucus <hashtag>CaucusForTrump
<hashtag>iCaucused <hashtag>iVoted
<url>"
realDonaldTrump,New GOP platform now includes language that supports the border wall. We will build the wall and MAKE AMERICA SAFE AGAIN!
HillaryClinton,"Donald Trump doesn’t want to make America great. He wants to make it afraid, because that's the only way he wins:  <url>"
HillaryClinton,"""Yes, the world is watching what we do.
Yes, America's destiny is ours to choose.
So let's be stronger together my fellow Americans!"""
realDonaldTrump,""" <mention> elsolarverde: THE CORRUPT MEDIA CREATS CONTROVERSY AGAINST  <mention> realDonaldTrump TO AVOID ISSUES ABOUT HillaryClinton <url>"""
HillaryClinton,Trump asked what the African American community has to lose by voting for him.  <mention> MarlonDMarshall's response: <url>
HillaryClinton,"You want something to vote for, not just against:

Optimism, not resentment.
Answers, not anger.
Ideas, not insults.
Bridges, not walls."
HillaryClinton,"“I believe with all my heart that the American Dream is alive, and it’s big enough for everyone to share its promise.” —Hillary to  <mention> CHCI"
realDonaldTrump,<hashtag>NewYork tromps <hashtag>Jonas. Day after storm of the century the big city is up and running unlike others in the northeast. Must be <hashtag>NewYorkValues
HillaryClinton,"“There has to be some form of punishment [for seeking abortion].” —Donald Trump, March 30, 2016 <url>"
HillaryClinton,"Trump bet against American families in the housing crash. Now he says its the ""kind of thinking our country needs."" <url>"
realDonaldTrump,". <mention> KarlRove is a failed Jeb Bushy. Never says anything good &amp; never will, even after I beat Hillary. Shouldn't be on the air!"
HillaryClinton,"""Do you still believe that Muslims should be banned from entering the country?""

 <mention> realDonaldTrump: ""Yes.""
<url>"
realDonaldTrump,"Thank you  <mention> JerryJrFalwell- will see you soon. <hashtag>TrumpPence16
<url>"
realDonaldTrump,"Thank you! CNBC <hashtag>DebateNight poll with over 400,000 votes.
Trump 61%
Clinton 39%
<hashtag>AmericaFirst <hashtag>ImWithYou… <url>"
realDonaldTrump,"General John Allen, who I never met but spoke against me last night, failed badly in his fight against ISIS. His record = BAD  <hashtag>NeverHillary"
realDonaldTrump,The  <mention> SenTedCruz endorsement was a wonderful surprise. I greatly appreciate his support! We will have a tremendous victory on November 8th.
realDonaldTrump,Thank you Mark. <hashtag>GOPDebate  <url>
realDonaldTrump,"Will be in Terre Haute, Indiana in a short while -- big rally! See you soon!"
realDonaldTrump,". <mention> RealDonaldTrump is right. If  <mention> HillaryClinton gets to pick her anti-<hashtag>2A <hashtag>SCOTUS judges, there’s nothing we can do. <hashtag>NeverHillary"
HillaryClinton,"When it comes to love and kindness,  <mention> AndraDayMusic puts it best.
<url>"
realDonaldTrump,Thank you  <mention> IngrahamAngle! <hashtag>AmericaFirst <url>
HillaryClinton,"In the spirit of the <hashtag>Charleston9, let’s bridge our divides, fight for change, and remember that love never fails. <url>"
realDonaldTrump,"Stop the assault on American values. Stand w/ Trump to <hashtag>MakeAmericaGreatAgain!
<hashtag>VotersSpeak: <url>"
realDonaldTrump,"Thank you Miss Katie's Diner!
<hashtag>MakeAmericaGreatAgain <hashtag>Trump2016
<url>"
realDonaldTrump,"More poll results from last nights Commander-in-Chief Forum.
<hashtag>AmericaFirst <hashtag>TrumpTrain <url>"
HillaryClinton,Watch Michael Bloomberg sum up a whole lot about that's wrong with Donald Trump in less than a minute: <url>
HillaryClinton,Hillary Clinton did what she needed to do: <url>
realDonaldTrump,"Thank you, New Hampshire!
<hashtag>Trump2016 <url>"
HillaryClinton,"""Maybe he didn't do a good job."" —Donald Trump

Looks like you “loved” it at the time. <hashtag>DebateNight… <url>"
realDonaldTrump,"<hashtag>ICYMI: ""Will Media Apologize to Trump?"" <url>"
HillaryClinton,President Obama was born in the United States. He’s American. Trump only has one reason for refusing to admit it. <hashtag>debatenight
realDonaldTrump,Thank you! <url>
realDonaldTrump,""" <mention> CyberCiety: <hashtag>MaryBrigidMcManamon clarified how <hashtag>CommonLaw is used to interpret meaning of <hashtag>NaturalBorn <hashtag>TedCruz <url>"""
realDonaldTrump,"Lyin' Ted Cruz will never be able to beat Hillary. Despite a rigged delegate system, I am hundreds of delegates ahead of him."
realDonaldTrump,. <mention> HillaryClinton has been part of the rigged DC system for 30 years? Why would we take policy advice from her? <hashtag>Debates2016
realDonaldTrump,I have always been the same person-remain true to self.The media wants me to change but it would be very dishonest to supporters to do so!
HillaryClinton,"So, how did Donald Trump's first swing at diplomacy go? Not so great.

Try to follow his decision-making process: <url>"
HillaryClinton,"These California ESL students are using Hillary's 1995 speech in Beijing to learn English.
<url>"
realDonaldTrump,"Failed Presidential Candidate Mitt Romney was campaigning with John Kasich &amp; Marco Rubio, and now he is endorsing Ted Cruz. 1/2"
realDonaldTrump,"The  <mention> WashingtonPost quickly put together a hit job book on me- comprised of copies of some of their inaccurate stories. Don't buy, boring!"
realDonaldTrump,<hashtag>AmericaFirst <hashtag>ImWithYou <url>
HillaryClinton,"Young people say two things:
✓ College is too expensive
✓ Student debt is crushing them

We’re going to help them: <url>"
HillaryClinton,Qumber's parents came to this country for the American Dream. Trump is a threat to all they've achieved: <url>
HillaryClinton,"""Our Founders embraced the enduring truth that we are stronger together.” —Hillary"
realDonaldTrump,. <mention> stuartpstevens horrible advise to Mitt Romney made victory an impossibility. Don't blame Mitt! Now Stevens can't get a job!
realDonaldTrump,Thank you! <hashtag>MakeAmericaGreatAgain <url>
realDonaldTrump,Will be interviewed on  <mention> ThisWeekABC this morning. Enjoy!
realDonaldTrump,A suggestion for the dishonest media- <url>
realDonaldTrump,Crooked Hillary Clinton wants completely open borders. Millions of Democrats will run from her over this and support me.
HillaryClinton,Charlotte should release police video of the Keith Lamont Scott shooting without delay. We must ensure justice &amp; work to bridge divides. -H
realDonaldTrump,"If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!"
realDonaldTrump,New South Carolina poll from PPP. Thank you! <hashtag>VoteTrumpSC <url>
realDonaldTrump,"With Luis, Mexico and the United States would have made wonderful deals together - where both Mexico and the US would have benefitted."
realDonaldTrump,"A big fat hit job on  <mention> oreillyfactor tonight. A total waste of time to watch, boring and biased.  <mention> brithume said I would never run, a dope!"
HillaryClinton,"""We're going to work to make the biggest investment in new, good-paying jobs since World War II"" —Hillary <url>"
